state,account_length,area_code,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,customer_service_calls,churn,total_minutes_dom,total_calls_dom,total_charge_dom,total_minutes,total_calls,total_charge,charge_per_min_day,charge_per_min_eve,charge_per_min_night,charge_per_min_dom,charge_per_min_int,%_int_min,call_satisfaction,region
NV,93,408,no,no,0,114.3,100,19.43,221.1,103,18.79,126.3,88,5.68,10.9,9,2.94,0,0,461.7,291,43.9,472.59999999999997,300,46.839999999999996,0.1943,0.1824271844660194,0.06454545454545454,0.1508591065292096,0.32666666666666666,2.3063901819720694,0.0,West
IN,101,415,no,yes,33,219.7,137,37.35,186.8,94,15.88,184.5,113,8.3,9.5,2,2.57,2,0,591.0,344,61.53,600.5,346,64.1,0.27262773722627737,0.16893617021276597,0.07345132743362832,0.17886627906976746,1.285,1.5820149875104081,0.5780346820809248,Midwest
VA,77,510,no,no,0,144.9,136,24.63,151.3,115,12.86,252.4,73,11.36,12.3,3,3.32,2,0,548.6,324,48.849999999999994,560.9,327,52.169999999999995,0.18110294117647058,0.11182608695652173,0.15561643835616437,0.15077160493827158,1.1066666666666667,2.192904261009093,0.6116207951070336,South
UT,105,415,no,yes,40,236.5,111,40.21,117.0,110,9.95,221.1,115,9.95,8.1,3,2.19,2,0,574.6,336,60.11,582.7,339,62.3,0.36225225225225227,0.09045454545454545,0.08652173913043477,0.17889880952380952,0.73,1.3900806590012011,0.5899705014749262,West
UT,133,408,no,yes,44,174.0,80,29.58,209.4,113,17.8,224.1,87,10.08,14.1,7,3.81,2,1,607.5,280,57.459999999999994,621.6,287,61.269999999999996,0.36974999999999997,0.15752212389380532,0.11586206896551725,0.20521428571428568,0.5442857142857143,2.2683397683397684,0.6968641114982579,West
MO,131,408,no,no,0,109.5,95,18.62,332.1,48,28.23,258.6,108,11.64,6.6,7,1.78,1,0,700.2,251,58.49,706.8000000000001,258,60.27,0.196,0.588125,0.10777777777777778,0.23302788844621514,0.2542857142857143,0.9337860780984718,0.3875968992248062,Midwest
CT,106,510,no,yes,33,81.6,120,13.87,235.6,85,20.03,150.9,113,6.79,9.9,4,2.67,1,0,468.1,318,40.69,478.0,322,43.36,0.11558333333333333,0.23564705882352943,0.06008849557522124,0.1279559748427673,0.6675,2.071129707112971,0.3105590062111801,Northeast
HI,118,415,no,no,0,133.4,113,22.68,121.0,92,10.29,254.7,129,11.46,5.9,4,1.59,1,0,509.1,334,44.43,515.0,338,46.02,0.2007079646017699,0.11184782608695651,0.08883720930232558,0.1330239520958084,0.3975,1.145631067961165,0.2958579881656805,West
MD,125,408,no,no,0,137.1,94,23.31,209.8,83,17.83,238.4,114,10.73,8.6,4,2.32,1,0,585.3,291,51.870000000000005,593.9,295,54.190000000000005,0.2479787234042553,0.2148192771084337,0.09412280701754386,0.17824742268041238,0.58,1.4480552281528878,0.3389830508474576,South
VA,95,415,no,no,0,197.0,88,33.49,190.4,68,16.18,211.9,104,9.54,16.1,8,4.35,0,0,599.3,260,59.21,615.4,268,63.56,0.38056818181818186,0.23794117647058824,0.09173076923076923,0.22773076923076924,0.54375,2.616184595385116,0.0,South
MT,80,415,no,no,0,198.1,160,33.68,156.7,87,13.32,182.1,76,8.19,9.3,3,2.51,3,0,536.9,323,55.19,546.1999999999999,326,57.699999999999996,0.2105,0.15310344827586206,0.10776315789473684,0.17086687306501547,0.8366666666666666,1.7026730135481511,0.9202453987730062,West
SC,145,408,no,no,0,39.5,78,6.72,264.3,106,22.47,185.8,90,8.36,10.0,6,2.7,0,0,489.6,274,37.55,499.6,280,40.25,0.08615384615384615,0.2119811320754717,0.09288888888888888,0.13704379562043795,0.45,2.00160128102482,0.0,South
CO,37,408,no,no,0,199.5,107,33.92,207.5,110,17.64,83.9,123,3.78,8.1,4,2.19,2,0,490.9,340,55.34,499.0,344,57.53,0.31700934579439255,0.16036363636363637,0.03073170731707317,0.16276470588235295,0.5475,1.623246492985972,0.5813953488372093,West
ID,87,415,no,no,0,156.8,93,26.66,215.8,68,18.34,223.3,77,10.05,7.6,6,2.05,1,0,595.9000000000001,238,55.05,603.5000000000001,244,57.099999999999994,0.2866666666666667,0.2697058823529412,0.13051948051948054,0.23130252100840334,0.3416666666666666,1.2593206296603145,0.4098360655737705,West
AL,69,415,no,no,0,183.4,85,31.18,237.6,100,20.2,228.0,94,10.26,9.0,5,2.43,3,0,649.0,279,61.63999999999999,658.0,284,64.07,0.3668235294117647,0.20199999999999999,0.10914893617021276,0.22093189964157703,0.48600000000000004,1.3677811550151975,1.056338028169014,South
CO,83,510,no,no,0,132.4,120,22.51,121.6,101,10.34,197.7,84,8.9,8.6,2,2.32,1,0,451.7,305,41.75,460.3,307,44.07,0.18758333333333335,0.10237623762376237,0.10595238095238095,0.13688524590163934,1.16,1.8683467303932217,0.32573289902280134,West
UT,195,415,no,no,0,63.2,108,10.74,220.2,88,18.72,184.0,99,8.28,5.1,3,1.38,0,0,467.4,295,37.74,472.5,298,39.120000000000005,0.09944444444444445,0.2127272727272727,0.08363636363636363,0.12793220338983052,0.45999999999999996,1.0793650793650793,0.0,West
DE,67,415,yes,yes,35,181.1,59,30.79,215.9,116,18.35,216.3,106,9.73,16.9,4,4.56,0,1,613.3,281,58.870000000000005,630.1999999999999,285,63.43000000000001,0.521864406779661,0.15818965517241382,0.09179245283018868,0.20950177935943062,1.14,2.68168835290384,0.0,South
OH,75,510,no,yes,27,117.5,102,19.98,206.8,127,17.58,194.4,114,8.75,4.2,7,1.13,3,0,518.7,343,46.31,522.9000000000001,350,47.440000000000005,0.19588235294117648,0.1384251968503937,0.07675438596491228,0.13501457725947522,0.16142857142857142,0.8032128514056224,0.8571428571428572,Midwest
RI,123,415,no,yes,27,218.7,79,37.18,163.4,78,13.89,173.8,116,7.82,15.0,1,4.05,0,0,555.9000000000001,273,58.89,570.9000000000001,274,62.94,0.47063291139240504,0.17807692307692308,0.06741379310344828,0.21571428571428572,4.05,2.6274303730951125,0.0,Northeast
FL,41,415,no,yes,41,207.3,95,35.24,137.3,120,11.67,115.7,74,5.21,5.9,3,1.59,1,0,460.3,289,52.120000000000005,466.2,292,53.71000000000001,0.37094736842105264,0.09725,0.07040540540540541,0.1803460207612457,0.53,1.2655512655512657,0.3424657534246575,South
OH,75,415,no,no,0,150.6,99,25.6,301.5,83,25.63,158.7,104,7.14,8.1,5,2.19,0,0,610.8,286,58.370000000000005,618.9,291,60.56,0.2585858585858586,0.3087951807228915,0.06865384615384615,0.2040909090909091,0.438,1.3087736306349975,0.0,Midwest
MD,76,415,yes,no,0,273.3,66,46.46,263.6,121,22.41,165.2,84,7.43,12.0,7,3.24,1,1,702.1000000000001,271,76.30000000000001,714.1000000000001,278,79.54,0.703939393939394,0.18520661157024793,0.08845238095238095,0.281549815498155,0.4628571428571429,1.6804369135975352,0.3597122302158274,South
IL,86,415,yes,no,0,266.1,120,45.24,182.0,92,15.47,206.5,103,9.29,10.3,4,2.78,1,0,654.6,315,70.0,664.9,319,72.78,0.377,0.1681521739130435,0.09019417475728154,0.2222222222222222,0.695,1.5491051285907658,0.3134796238244514,Midwest
PA,140,408,no,no,0,112.8,89,19.18,156.7,65,13.32,249.6,85,11.23,16.3,6,4.4,0,0,519.1,239,43.730000000000004,535.4,245,48.13,0.2155056179775281,0.20492307692307693,0.13211764705882353,0.18297071129707115,0.7333333333333334,3.0444527456107586,0.0,Northeast
AZ,70,415,no,no,0,104.7,112,17.8,82.2,104,6.99,169.4,110,7.62,15.8,7,4.27,3,0,356.3,326,32.41,372.1,333,36.67999999999999,0.15892857142857145,0.06721153846153846,0.06927272727272728,0.09941717791411042,0.61,4.2461703843052945,0.9009009009009009,West
NH,121,510,no,yes,35,193.8,62,32.95,197.6,97,16.8,218.8,95,9.85,5.9,4,1.59,0,0,610.2,254,59.6,616.1,258,61.190000000000005,0.5314516129032258,0.1731958762886598,0.10368421052631578,0.2346456692913386,0.3975,0.9576367472812856,0.0,Northeast
RI,112,415,no,no,0,168.6,102,28.66,298.0,117,25.33,194.7,110,8.76,9.8,5,2.65,1,0,661.3,329,62.74999999999999,671.0999999999999,334,65.39999999999999,0.28098039215686277,0.2164957264957265,0.07963636363636363,0.19072948328267475,0.53,1.4602890776337358,0.29940119760479045,Northeast
HI,118,415,no,no,0,253.2,122,43.04,201.0,78,17.09,195.3,108,8.79,9.7,7,2.62,2,0,649.5,308,68.91999999999999,659.2,315,71.53999999999999,0.3527868852459016,0.2191025641025641,0.08138888888888889,0.22376623376623372,0.3742857142857143,1.4714805825242716,0.6349206349206349,West
NJ,66,415,no,yes,16,174.7,92,29.7,232.1,105,19.73,305.4,98,13.74,8.9,2,2.4,1,0,712.1999999999999,295,63.17,721.0999999999999,297,65.57000000000001,0.3228260869565217,0.1879047619047619,0.14020408163265308,0.21413559322033898,1.2,1.2342254888365,0.33670033670033667,Northeast
WI,78,408,no,no,0,87.0,102,14.79,193.6,64,16.46,205.8,120,9.26,11.0,5,2.97,0,0,486.40000000000003,286,40.51,497.40000000000003,291,43.48,0.145,0.2571875,0.07716666666666666,0.14164335664335664,0.5940000000000001,2.2114997989545637,0.0,Midwest
MD,129,415,no,yes,34,204.5,79,34.77,132.8,113,11.29,190.1,117,8.55,14.8,9,4.0,2,0,527.4,309,54.61,542.1999999999999,318,58.61,0.44012658227848106,0.09991150442477875,0.07307692307692308,0.1767313915857605,0.4444444444444444,2.7296200663961643,0.628930817610063,South
OR,6,408,no,no,0,226.5,93,38.51,152.1,122,12.93,164.4,98,7.4,9.4,4,2.54,3,0,543.0,313,58.839999999999996,552.4,317,61.379999999999995,0.4140860215053763,0.10598360655737704,0.07551020408163266,0.18798722044728433,0.635,1.701665459811731,0.9463722397476341,West
NV,107,510,yes,no,0,234.1,91,39.8,163.1,105,13.86,282.5,100,12.71,10.0,3,2.7,1,0,679.7,296,66.37,689.7,299,69.07000000000001,0.4373626373626373,0.132,0.12710000000000002,0.224222972972973,0.9,1.4499057561258517,0.33444816053511706,West
AR,107,415,yes,no,0,133.3,106,22.66,182.9,89,15.55,241.1,123,10.85,12.9,2,3.48,3,1,557.3000000000001,318,49.06,570.2,320,52.54,0.21377358490566037,0.1747191011235955,0.08821138211382114,0.15427672955974844,1.74,2.2623640827779723,0.9375,South
MT,138,415,no,no,0,133.9,87,22.76,166.4,110,14.14,193.5,139,8.71,15.4,3,4.16,1,0,493.8,336,45.61000000000001,509.2,339,49.77000000000001,0.2616091954022989,0.12854545454545455,0.06266187050359713,0.13574404761904763,1.3866666666666667,3.0243519245875885,0.2949852507374631,West
CT,103,510,no,no,0,160.2,104,27.23,138.9,70,11.81,312.5,97,14.06,9.7,2,2.62,0,0,611.6,271,53.1,621.3000000000001,273,55.72,0.26182692307692307,0.16871428571428573,0.14494845360824743,0.1959409594095941,1.31,1.5612425559311118,0.0,Northeast
UT,116,415,no,yes,44,230.6,94,39.2,224.1,103,19.05,244.0,76,10.98,11.1,2,3.0,0,0,698.7,273,69.23,709.8000000000001,275,72.23,0.4170212765957447,0.1849514563106796,0.1444736842105263,0.2535897435897436,1.5,1.563820794590025,0.0,West
GA,189,408,no,no,0,227.4,84,38.66,176.0,81,14.96,206.1,120,9.27,6.3,4,1.7,2,0,609.5,285,62.89,615.8,289,64.59,0.4602380952380952,0.18469135802469136,0.07725,0.22066666666666668,0.425,1.023059434881455,0.6920415224913495,South
NV,161,415,no,no,0,72.8,120,12.38,267.1,120,22.7,222.5,91,10.01,11.8,2,3.19,2,0,562.4000000000001,331,45.089999999999996,574.2,333,48.279999999999994,0.10316666666666667,0.18916666666666665,0.11,0.13622356495468277,1.595,2.055033089515848,0.6006006006006006,West
TN,1,415,no,no,0,196.1,107,33.34,296.5,82,25.2,211.5,91,9.52,7.0,2,1.89,1,0,704.1,280,68.06,711.1,282,69.95,0.311588785046729,0.3073170731707317,0.10461538461538461,0.24307142857142858,0.945,0.9843903810997047,0.3546099290780142,South
DE,89,408,no,no,0,197.1,110,33.51,165.9,115,14.1,227.3,106,10.23,12.8,3,3.46,1,0,590.3,331,57.84,603.0999999999999,334,61.300000000000004,0.3046363636363636,0.12260869565217392,0.09650943396226415,0.17474320241691843,1.1533333333333333,2.122367766539546,0.29940119760479045,South
NY,64,408,no,no,0,219.6,126,37.33,303.3,100,25.78,154.5,65,6.95,9.7,5,2.62,1,0,677.4,291,70.06,687.1,296,72.68,0.29626984126984124,0.25780000000000003,0.10692307692307693,0.24075601374570446,0.524,1.4117304613593362,0.33783783783783783,Northeast
MT,126,415,no,yes,30,153.4,90,26.08,151.4,97,12.87,153.8,97,6.92,12.8,4,3.46,4,1,458.6,284,45.87,471.40000000000003,288,49.33,0.28977777777777775,0.132680412371134,0.07134020618556701,0.16151408450704224,0.865,2.7153160797624096,1.3888888888888888,West
IA,129,415,no,no,0,216.0,85,36.72,186.9,114,15.89,210.7,109,9.48,4.9,10,1.32,2,0,613.5999999999999,308,62.09,618.4999999999999,318,63.410000000000004,0.432,0.1393859649122807,0.08697247706422019,0.2015909090909091,0.132,0.7922392886014553,0.628930817610063,Midwest
VT,128,510,no,yes,32,222.9,136,37.89,262.0,80,22.27,191.4,101,8.61,10.8,4,2.92,0,0,676.3,317,68.77,687.0999999999999,321,71.69,0.2786029411764706,0.278375,0.08524752475247524,0.21694006309148264,0.73,1.5718236064619417,0.0,Northeast
LA,81,415,no,yes,36,115.9,120,19.7,236.6,95,20.11,255.0,90,11.48,11.7,6,3.16,3,0,607.5,305,51.290000000000006,619.2,311,54.45,0.16416666666666666,0.21168421052631578,0.12755555555555556,0.16816393442622954,0.5266666666666667,1.88953488372093,0.964630225080386,South
MT,114,510,no,no,0,189.8,101,32.27,147.7,80,12.55,172.7,121,7.77,10.6,5,2.86,1,0,510.2,302,52.59,520.8,307,55.45,0.3195049504950495,0.15687500000000001,0.06421487603305785,0.17413907284768212,0.572,2.035330261136713,0.32573289902280134,West
NH,50,408,no,no,0,154.7,102,26.3,298.0,108,25.33,210.2,95,9.46,11.1,3,3.0,0,0,662.9,305,61.089999999999996,674.0,308,64.09,0.257843137254902,0.23453703703703702,0.09957894736842106,0.2002950819672131,1.0,1.6468842729970326,0.0,Northeast
WV,86,415,no,no,0,136.4,104,23.19,202.5,110,17.21,230.7,86,10.38,11.5,1,3.11,3,0,569.5999999999999,300,50.78000000000001,581.0999999999999,301,53.89000000000001,0.22298076923076923,0.15645454545454546,0.12069767441860466,0.1692666666666667,3.11,1.979005334710033,0.9966777408637874,South
ID,96,408,no,no,0,170.5,86,28.99,277.5,88,23.59,162.5,117,7.31,12.2,6,3.29,1,0,610.5,291,59.89,622.7,297,63.18,0.3370930232558139,0.2680681818181818,0.06247863247863247,0.20580756013745705,0.5483333333333333,1.9592098924040469,0.33670033670033667,West
AZ,72,510,no,no,0,272.4,88,46.31,107.9,125,9.17,185.5,81,8.35,12.7,2,3.43,0,0,565.8,294,63.830000000000005,578.5,296,67.26,0.52625,0.07336,0.10308641975308641,0.217108843537415,1.715,2.19533275713051,0.0,West
SC,64,510,no,yes,40,210.0,116,35.7,232.7,89,19.78,168.8,94,7.6,5.9,4,1.59,8,0,611.5,299,63.080000000000005,617.4,303,64.67,0.3077586206896552,0.22224719101123597,0.08085106382978723,0.21096989966555185,0.3975,0.9556203433754455,2.6402640264026402,South
WV,57,415,yes,yes,17,236.5,94,40.21,163.1,94,13.86,236.7,117,10.65,12.2,3,3.29,2,0,636.3,305,64.72,648.5,308,68.01,0.4277659574468085,0.1474468085106383,0.09102564102564104,0.2121967213114754,1.0966666666666667,1.8812644564379335,0.6493506493506493,South
OH,65,510,no,no,0,153.9,117,26.16,220.1,122,18.71,280.5,147,12.62,8.5,3,2.3,2,0,654.5,386,57.49,663.0,389,59.79,0.2235897435897436,0.15336065573770494,0.08585034013605441,0.1489378238341969,0.7666666666666666,1.282051282051282,0.5141388174807198,Midwest
MD,163,408,no,no,0,223.0,120,37.91,227.0,98,19.3,188.3,125,8.47,8.8,5,2.38,1,0,638.3,343,65.67999999999999,647.0999999999999,348,68.05999999999999,0.3159166666666666,0.19693877551020408,0.06776,0.19148688046647228,0.476,1.3599134600525424,0.28735632183908044,South
MD,136,415,no,no,0,252.4,74,42.91,167.9,81,14.27,248.3,110,11.17,10.7,3,2.89,2,0,668.6,265,68.35,679.3000000000001,268,71.24,0.5798648648648648,0.17617283950617282,0.10154545454545455,0.2579245283018868,0.9633333333333334,1.5751508906226996,0.7462686567164178,South
MN,116,408,no,no,0,197.9,84,33.64,168.1,113,14.29,239.8,145,10.79,12.0,6,3.24,1,0,605.8,342,58.72,617.8,348,61.96,0.4004761904761905,0.12646017699115045,0.07441379310344827,0.17169590643274854,0.54,1.9423761735189382,0.28735632183908044,Midwest
NE,93,408,no,no,0,152.4,74,25.91,274.6,88,23.34,252.2,120,11.35,6.6,5,1.78,3,0,679.2,282,60.6,685.8000000000001,287,62.38,0.3501351351351351,0.2652272727272727,0.09458333333333332,0.2148936170212766,0.356,0.9623797025371827,1.0452961672473868,Midwest
MN,142,510,no,yes,40,237.4,105,40.36,175.9,93,14.95,210.3,110,9.46,9.2,3,2.48,3,0,623.6,308,64.77000000000001,632.8000000000001,311,67.25000000000001,0.3843809523809524,0.160752688172043,0.08600000000000001,0.21029220779220784,0.8266666666666667,1.4538558786346394,0.964630225080386,Midwest
NY,92,408,no,no,0,265.6,82,45.15,180.7,75,15.36,211.1,113,9.5,8.6,2,2.32,1,0,657.4,270,70.00999999999999,666.0,272,72.32999999999998,0.5506097560975609,0.20479999999999998,0.084070796460177,0.25929629629629625,1.16,1.2912912912912913,0.3676470588235294,Northeast
HI,70,415,no,no,0,197.3,91,33.54,305.8,81,25.99,171.0,105,7.69,6.7,6,1.81,1,0,674.1,277,67.22,680.8000000000001,283,69.03,0.36857142857142855,0.3208641975308642,0.07323809523809524,0.24267148014440432,0.3016666666666667,0.9841363102232668,0.35335689045936397,West
MO,22,408,no,yes,14,199.1,100,33.85,221.8,103,18.85,65.7,91,2.96,4.2,1,1.13,1,0,486.59999999999997,294,55.660000000000004,490.79999999999995,295,56.790000000000006,0.3385,0.1830097087378641,0.032527472527472526,0.18931972789115648,1.13,0.8557457212713938,0.3389830508474576,Midwest
NV,37,415,no,no,0,233.7,114,39.73,207.9,109,17.67,212.7,101,9.57,12.0,2,3.24,2,0,654.3,324,66.97,666.3,326,70.21,0.34850877192982455,0.16211009174311927,0.09475247524752475,0.20669753086419754,1.62,1.80099054479964,0.6134969325153374,West
MA,51,415,no,no,0,183.1,99,31.13,160.1,107,13.61,311.8,121,14.03,7.0,3,1.89,1,0,655.0,327,58.769999999999996,662.0,330,60.66,0.3144444444444444,0.127196261682243,0.1159504132231405,0.17972477064220183,0.63,1.0574018126888218,0.30303030303030304,Northeast
NH,174,408,no,no,0,139.4,96,23.7,143.4,108,12.19,225.2,107,10.13,10.0,5,2.7,2,0,508.0,311,46.02,518.0,316,48.720000000000006,0.24687499999999998,0.11287037037037037,0.0946728971962617,0.1479742765273312,0.54,1.9305019305019304,0.6329113924050633,Northeast
UT,68,415,no,no,0,213.9,112,36.36,260.5,100,22.14,233.8,97,10.52,8.4,3,2.27,1,1,708.2,309,69.02,716.6,312,71.28999999999999,0.3246428571428571,0.2214,0.10845360824742267,0.22336569579288024,0.7566666666666667,1.1722020653084009,0.3205128205128205,West
FL,130,415,no,no,0,207.1,70,35.21,200.1,115,17.01,194.2,100,8.74,12.4,2,3.35,1,0,601.4,285,60.96,613.8,287,64.31,0.503,0.14791304347826087,0.0874,0.21389473684210528,1.675,2.0202020202020203,0.34843205574912894,South
WA,104,415,no,no,0,139.7,78,23.75,202.6,119,17.22,203.6,102,9.16,11.3,5,3.05,2,0,545.9,299,50.129999999999995,557.1999999999999,304,53.17999999999999,0.30448717948717946,0.14470588235294116,0.08980392156862745,0.16765886287625417,0.61,2.027997128499641,0.6578947368421052,West
CT,134,408,no,no,0,177.2,91,30.12,228.7,105,19.44,194.3,113,8.74,8.9,3,2.4,2,0,600.2,309,58.300000000000004,609.1,312,60.7,0.330989010989011,0.18514285714285716,0.07734513274336284,0.18867313915857606,0.7999999999999999,1.4611722213101297,0.641025641025641,Northeast
KY,108,415,no,yes,35,169.8,136,28.87,173.7,101,14.76,214.6,105,9.66,9.5,7,2.57,2,0,558.1,342,53.290000000000006,567.6,349,55.86000000000001,0.21227941176470588,0.14613861386138613,0.092,0.1558187134502924,0.3671428571428571,1.6737138830162086,0.5730659025787965,South
NM,103,415,no,no,0,173.5,83,29.5,244.3,65,20.77,221.6,66,9.97,9.7,2,2.62,3,0,639.4,214,60.239999999999995,649.1,216,62.85999999999999,0.35542168674698793,0.31953846153846155,0.15106060606060606,0.2814953271028037,1.31,1.49437682945617,1.3888888888888888,West
ND,62,510,no,no,0,159.9,100,27.18,172.2,99,14.64,263.2,109,11.84,5.6,4,1.51,1,0,595.3,308,53.66,600.9,312,55.169999999999995,0.2718,0.1478787878787879,0.10862385321100917,0.17422077922077922,0.3775,0.9319354301880513,0.3205128205128205,Midwest
NV,162,415,no,no,0,115.1,89,19.57,196.8,111,16.73,212.4,98,9.56,11.4,3,3.08,2,0,524.3,298,45.86,535.6999999999999,301,48.94,0.2198876404494382,0.15072072072072074,0.09755102040816327,0.15389261744966443,1.0266666666666666,2.1280567481799517,0.6644518272425249,West
CA,93,510,no,yes,19,136.8,113,23.26,179.5,105,15.26,71.1,95,3.2,12.5,3,3.38,2,0,387.4,313,41.720000000000006,399.9,316,45.10000000000001,0.20584070796460177,0.14533333333333334,0.03368421052631579,0.13329073482428117,1.1266666666666667,3.1257814453613406,0.6329113924050633,West
ID,42,415,no,no,0,92.2,108,15.67,211.2,120,17.95,129.1,73,5.81,13.1,6,3.54,1,0,432.5,301,39.43,445.6,307,42.97,0.14509259259259258,0.14958333333333332,0.0795890410958904,0.1309966777408638,0.59,2.9398563734290843,0.32573289902280134,West
OK,155,415,no,yes,23,243.9,112,41.46,133.0,106,11.31,213.7,123,9.62,13.4,11,3.62,2,0,590.5999999999999,341,62.39,603.9999999999999,352,66.01,0.3701785714285714,0.10669811320754717,0.07821138211382113,0.18296187683284457,0.3290909090909091,2.2185430463576163,0.5681818181818182,South
IA,36,510,no,no,0,117.1,94,19.91,235.4,117,20.01,221.3,108,9.96,9.0,2,2.43,0,0,573.8,319,49.88,582.8,321,52.31,0.21180851063829786,0.17102564102564105,0.09222222222222223,0.15636363636363637,1.215,1.5442690459849007,0.0,Midwest
OH,143,415,no,no,0,223.3,99,37.96,167.1,128,14.2,203.0,84,9.14,4.5,4,1.22,0,1,593.4,311,61.3,597.9,315,62.519999999999996,0.38343434343434346,0.1109375,0.10880952380952381,0.19710610932475883,0.305,0.7526342197691922,0.0,Midwest
NJ,197,510,no,no,0,154.8,111,26.32,171.5,102,14.58,227.3,86,10.23,10.6,2,2.86,3,0,553.6,299,51.129999999999995,564.2,301,53.989999999999995,0.2371171171171171,0.14294117647058824,0.11895348837209303,0.17100334448160534,1.43,1.878766394895427,0.9966777408637874,Northeast
IA,81,510,no,no,0,261.4,141,44.44,215.7,102,18.33,271.8,96,12.23,8.0,6,2.16,1,1,748.9,339,75.0,756.9,345,77.16,0.315177304964539,0.17970588235294116,0.12739583333333335,0.22123893805309736,0.36000000000000004,1.0569427929713304,0.2898550724637681,Midwest
DE,138,510,yes,no,0,46.5,104,7.91,186.0,114,15.81,167.5,95,7.54,9.6,4,2.59,4,1,400.0,313,31.259999999999998,409.6,317,33.849999999999994,0.07605769230769231,0.1386842105263158,0.07936842105263157,0.09987220447284345,0.6475,2.3437499999999996,1.2618296529968454,South
CA,103,415,no,yes,18,149.9,84,25.48,170.9,84,14.53,171.5,112,7.72,11.5,7,3.11,0,1,492.3,280,47.73,503.8,287,50.839999999999996,0.30333333333333334,0.17297619047619048,0.06892857142857142,0.1704642857142857,0.4442857142857143,2.2826518459706233,0.0,West
WY,127,510,yes,no,0,242.2,102,41.17,226.1,80,19.22,252.0,96,11.34,13.9,5,3.75,2,1,720.3,278,71.73,734.1999999999999,283,75.48,0.40362745098039216,0.24025,0.118125,0.258021582733813,0.75,1.8932171070552986,0.7067137809187279,West
OR,136,510,no,no,0,259.4,99,44.1,172.7,125,14.68,293.7,78,13.22,10.7,6,2.89,1,1,725.8,302,72.0,736.5,308,74.89,0.4454545454545455,0.11744,0.1694871794871795,0.23841059602649006,0.4816666666666667,1.4528173794976238,0.3246753246753247,West
ME,99,415,no,no,0,222.4,102,37.81,185.8,89,15.79,237.7,81,10.7,12.0,8,3.24,2,0,645.9000000000001,272,64.3,657.9000000000001,280,67.53999999999999,0.37068627450980396,0.17741573033707864,0.13209876543209875,0.2363970588235294,0.405,1.8239854081167346,0.7142857142857143,Northeast
AR,95,415,no,no,0,69.4,79,11.8,190.8,109,16.22,219.9,102,9.9,8.9,5,2.4,0,0,480.1,290,37.92,489.0,295,40.32,0.14936708860759496,0.14880733944954128,0.09705882352941177,0.1307586206896552,0.48,1.820040899795501,0.0,South
ME,118,408,yes,yes,21,156.5,122,26.61,209.2,125,17.78,158.7,81,7.14,11.1,3,3.0,4,1,524.4,328,51.53,535.5,331,54.53,0.21811475409836065,0.14224,0.08814814814814814,0.15710365853658537,1.0,2.072829131652661,1.2084592145015105,Northeast
WV,113,415,no,no,0,61.2,111,10.4,92.3,88,7.85,197.4,114,8.88,13.7,3,3.7,5,1,350.9,313,27.130000000000003,364.59999999999997,316,30.830000000000002,0.0936936936936937,0.08920454545454545,0.07789473684210527,0.08667731629392972,1.2333333333333334,3.7575425123422934,1.5822784810126582,South
PA,128,408,yes,no,0,245.2,112,41.68,101.5,101,8.63,152.3,116,6.85,10.7,5,2.89,0,0,499.0,329,57.160000000000004,509.7,334,60.050000000000004,0.37214285714285716,0.08544554455445545,0.059051724137931035,0.1737386018237082,0.5780000000000001,2.0992740827938,0.0,Northeast
HI,117,408,no,no,0,102.3,100,17.39,135.2,104,11.49,199.7,93,8.99,15.7,10,4.24,3,0,437.2,297,37.870000000000005,452.9,307,42.11000000000001,0.1739,0.11048076923076923,0.09666666666666666,0.12750841750841752,0.42400000000000004,3.4665489070434976,0.9771986970684038,West
MT,48,415,no,yes,36,230.9,92,39.25,167.6,121,14.25,270.0,87,12.15,7.6,4,2.05,3,0,668.5,300,65.65,676.1,304,67.7,0.4266304347826087,0.11776859504132231,0.1396551724137931,0.21883333333333335,0.5125,1.1240940689247152,0.9868421052631579,West
DC,81,510,yes,no,0,227.4,105,38.66,211.5,120,17.98,258.2,113,11.62,11.9,3,3.21,0,0,697.0999999999999,338,68.26,708.9999999999999,341,71.47,0.3681904761904762,0.14983333333333335,0.10283185840707965,0.2019526627218935,1.07,1.678420310296192,0.0,South
AR,57,510,no,no,0,192.8,68,32.78,158.0,86,13.43,235.5,105,10.6,12.7,6,3.43,1,0,586.3,259,56.81,599.0,265,60.24,0.48205882352941176,0.15616279069767441,0.10095238095238095,0.21934362934362936,0.5716666666666667,2.1202003338898163,0.37735849056603776,South
MS,140,408,no,no,0,162.6,98,27.64,206.2,109,17.53,141.6,66,6.37,8.2,2,2.21,1,0,510.4,273,51.54,518.6,275,53.75,0.2820408163265306,0.1608256880733945,0.09651515151515151,0.18879120879120878,1.105,1.5811801002699573,0.36363636363636365,South
OH,107,510,no,yes,38,219.4,92,37.3,180.5,73,15.34,104.1,91,4.68,11.0,1,2.97,2,0,504.0,256,57.32,515.0,257,60.29,0.40543478260869564,0.21013698630136987,0.05142857142857143,0.22390625,2.97,2.1359223300970873,0.7782101167315175,Midwest
